step,split,ce,cert,top1,top5,cell_err_m,pose_nll,pose_err_m,n,sec
5571,train,4.2567,2.7006,0.0000,0.0464,17.91,3.8378,30.41,194,4.2
5572,train,4.6918,4.9747,0.0104,0.0415,18.18,4.7612,8.94,193,2.5
5573,train,4.8552,4.0705,0.0052,0.0104,21.47,4.7889,8.94,193,1.8
5574,train,nan,0.2050,nan,nan,nan,0.0000,nan,0,2.9
5575,train,4.3864,4.2078,0.0052,0.0412,22.35,3.6079,15.30,194,1.3
5576,train,4.4295,4.1060,0.0206,0.1031,16.68,3.2935,24.74,194,5.2
5577,train,3.5337,2.2327,0.0309,0.1753,22.71,3.0083,36.50,194,3.6
5578,train,3.8609,3.8711,0.0466,0.2176,7.25,3.8270,9.49,193,1.5
5579,train,nan,0.4027,nan,nan,nan,0.0000,nan,0,2.7
5580,train,3.8516,4.0925,0.0206,0.1031,15.15,3.2284,28.28,194,1.4
5581,train,3.7606,3.7574,0.0674,0.1451,20.82,3.9616,28.28,193,3.1
5582,train,3.8848,3.7044,0.0258,0.0876,21.32,3.9610,25.00,194,4.0
5583,train,3.2900,3.9334,0.1875,0.5000,10.68,2.6650,0.00,192,2.1
5584,train,6.3383,2.4820,0.0000,0.0000,43.11,5.5555,34.18,192,2.7
5585,train,4.2164,3.1269,0.0052,0.0979,10.32,3.2596,9.49,194,2.1
5586,train,3.8158,3.8963,0.0619,0.2268,7.17,3.7690,9.00,194,1.9
5587,train,3.8902,4.1838,0.0619,0.2216,39.10,3.0416,0.00,194,6.0
5588,train,4.7347,4.0763,0.0052,0.0206,26.38,3.5601,6.00,194,5.2
5589,train,4.0874,3.6705,0.0000,0.0000,29.57,3.7302,16.49,194,2.5
5590,train,3.4286,3.7149,0.0052,0.1082,24.60,2.9243,18.00,194,3.4
5591,train,4.2405,4.1577,0.0412,0.1186,19.65,3.5716,10.00,194,3.3
5592,train,3.6825,3.7558,0.0000,0.0259,28.32,3.2222,32.98,193,2.7
5593,train,3.7852,4.2349,0.0052,0.1186,21.51,3.6966,15.81,194,2.1
5594,train,4.0047,5.1532,0.0361,0.2010,9.71,3.4763,0.00,194,1.3
5595,train,3.6061,2.8674,0.0833,0.3958,11.45,2.7171,0.00,192,2.8
5596,train,4.8537,3.8419,0.0052,0.0312,21.68,4.1357,27.00,192,2.3
5597,train,4.2060,4.7258,0.0258,0.1134,8.98,3.9055,9.49,194,1.9
5598,train,3.8730,3.8334,0.0000,0.1875,14.65,3.3951,12.00,192,2.4
5599,train,3.9476,4.8143,0.0103,0.0876,16.46,4.7979,25.30,194,2.0
5600,train,3.1922,4.5470,0.0155,0.1753,26.70,2.8596,15.00,194,2.7
5600,val,4.1645,,0.0354,0.1706,16.25,3.9282,15.26,6862,67.4
5601,train,nan,0.1667,nan,nan,nan,0.0000,nan,0,4.1
5602,train,3.6720,4.5683,0.0155,0.1082,16.83,2.9593,24.33,194,2.9
5603,train,3.6272,3.6745,0.0363,0.2332,18.67,3.5849,36.50,193,6.8
5604,train,3.7492,4.9859,0.0412,0.2371,19.86,3.0738,6.00,194,3.8
5605,train,5.1447,5.3482,0.0000,0.0052,29.56,5.0151,32.98,194,2.1
5606,train,3.3526,4.4877,0.0464,0.2680,13.52,3.0343,20.62,194,2.7
5607,train,3.8235,4.4336,0.0518,0.2332,15.92,3.2066,13.42,193,5.9
5608,train,4.0238,4.3518,0.0258,0.0979,18.29,4.0688,30.59,194,5.4
5609,train,5.0209,5.1683,0.0000,0.0677,13.40,6.1215,13.42,192,1.8
5610,train,nan,0.0813,nan,nan,nan,0.0000,nan,0,1.8
5611,train,5.6311,5.0930,0.0000,0.0000,30.65,6.2248,39.12,194,2.2
5612,train,nan,0.2442,nan,nan,nan,0.0000,nan,0,2.2
5613,train,3.5553,3.6695,0.0361,0.2680,10.62,4.3316,11.18,194,2.5
5614,train,nan,0.1271,nan,nan,nan,0.0000,nan,0,2.1
5615,train,4.8040,4.0346,0.0000,0.0000,28.82,4.9293,14.42,194,1.6
5616,train,5.3360,5.0012,0.0000,0.0104,15.29,5.4004,12.37,192,1.3
5617,train,4.0386,4.5092,0.0052,0.0415,16.10,3.5671,9.49,193,1.6
5618,train,4.5036,4.3187,0.0207,0.0622,26.51,4.1738,11.18,193,2.6
5619,train,4.1710,4.2275,0.0311,0.1140,10.39,3.7483,4.24,193,1.3
5620,train,nan,0.2314,nan,nan,nan,0.0000,nan,0,5.3
5621,train,nan,0.1493,nan,nan,nan,0.0000,nan,0,2.1
5622,train,4.3673,3.3472,0.0052,0.0515,14.18,2.6654,0.00,194,2.7
5623,train,3.9720,3.1935,0.0259,0.0881,21.98,3.7380,16.49,193,1.5
5624,train,nan,0.4015,nan,nan,nan,0.0000,nan,0,5.0
5625,train,3.3241,2.1197,0.0622,0.3057,13.35,2.7475,5.00,193,3.8
5626,train,4.0519,4.0417,0.0258,0.1237,14.07,3.2002,3.00,194,1.6
5627,train,3.7497,3.3336,0.0259,0.2435,14.19,3.3016,15.00,193,4.3
5628,train,4.3066,3.6705,0.0052,0.0464,13.90,3.9806,9.00,194,1.8
5629,train,3.7784,2.3971,0.0000,0.0000,34.40,3.8846,42.00,194,2.7
5630,train,3.9622,4.3592,0.0876,0.2320,11.86,3.2627,8.94,194,2.2
5631,train,4.1042,3.7204,0.0567,0.2423,12.54,3.9072,22.36,194,3.7
5632,train,3.0869,2.9786,0.1250,0.4688,10.83,2.5958,5.00,192,3.5
5633,train,3.5791,3.2478,0.0208,0.1771,13.63,4.2829,25.50,192,2.6
5634,train,4.1692,3.7573,0.0000,0.0000,35.71,4.1502,20.40,194,2.6
5635,train,3.6422,4.8446,0.1354,0.5469,6.96,3.6165,5.66,192,2.9
5636,train,3.3110,1.9772,0.0677,0.2448,20.64,4.1228,8.49,192,3.1
5637,train,nan,0.2374,nan,nan,nan,0.0000,nan,0,2.4
5638,train,4.2966,3.4884,0.0103,0.0722,15.55,3.2913,3.00,194,2.0
5639,train,3.8720,4.7246,0.0206,0.1598,13.58,3.7233,18.00,194,2.2
5640,train,5.3023,4.5355,0.0000,0.0000,28.84,5.0736,30.00,194,6.5
5641,train,4.0932,3.8021,0.0570,0.2228,15.36,3.2373,6.00,193,2.3
5642,train,3.7666,4.7168,0.0206,0.1907,10.00,3.3241,3.00,194,1.3
5643,train,3.5326,3.1004,0.0515,0.2474,11.10,2.6007,4.00,194,2.4
5644,train,4.3451,4.7682,0.0573,0.2083,12.83,4.6120,4.24,192,1.8
5645,train,nan,0.1470,nan,nan,nan,0.0000,nan,0,2.8
5646,train,3.6684,4.8332,0.0619,0.2320,9.91,3.0744,3.00,194,1.3
5647,train,3.9096,3.4720,0.0000,0.0000,39.26,3.2209,60.30,194,4.7
5648,train,3.8589,4.9270,0.0412,0.2268,12.51,2.8372,0.00,194,4.2
5649,train,3.9327,3.8365,0.0876,0.2990,12.75,2.4851,0.00,194,6.8
5650,train,3.8584,3.5518,0.0471,0.2251,19.12,3.1353,8.49,191,5.6
5651,train,4.1678,5.6820,0.0208,0.0781,14.36,3.8231,3.00,192,1.8
5652,train,4.5105,4.2419,0.0052,0.0518,15.14,2.9209,8.00,193,2.3
5653,train,3.3051,4.4225,0.0515,0.3608,16.01,3.4218,24.74,194,5.0
5654,train,4.6305,5.9889,0.0000,0.0000,48.51,4.6068,50.99,192,5.1
5655,train,nan,0.0852,nan,nan,nan,0.0000,nan,0,3.4
5656,train,4.2470,4.6532,0.0361,0.1443,18.86,2.8632,4.00,194,2.2
5657,train,4.1844,4.7107,0.0206,0.1186,15.40,3.4120,13.42,194,4.6
5658,train,4.1472,4.4985,0.0412,0.1495,15.74,2.7508,6.00,194,4.5
5659,train,4.2821,5.3318,0.0052,0.0258,29.72,3.7241,30.59,194,4.0
5660,train,3.5881,4.8819,0.0104,0.0984,29.60,3.2609,45.00,193,3.4
5661,train,4.6769,5.1219,0.0000,0.0103,35.98,3.4419,24.33,194,2.6
5662,train,3.3294,4.7878,0.0825,0.3454,15.94,2.9498,15.00,194,3.5
5663,train,3.9719,5.4142,0.0309,0.1907,21.50,3.5551,24.00,194,6.3
5664,train,5.4619,3.8578,0.0052,0.0208,20.38,5.2563,18.03,192,3.2
5665,train,5.0727,5.7198,0.0104,0.0674,13.81,6.3918,10.82,193,1.9
5666,train,3.4330,5.9593,0.0829,0.5026,9.62,2.9791,4.00,193,2.8
5667,train,3.8069,5.6125,0.0207,0.1347,21.62,4.5684,20.62,193,5.2
5668,train,nan,0.1526,nan,nan,nan,0.0000,nan,0,1.6
5669,train,3.4940,3.2679,0.0155,0.1813,25.51,3.0958,30.00,193,5.9
5670,train,4.5212,5.2909,0.0206,0.0979,9.80,3.3739,6.71,194,2.1
5671,train,4.3600,4.6958,0.0103,0.0773,13.24,4.7429,12.00,194,2.6
5672,train,5.3073,4.5157,0.0206,0.0464,19.73,4.4795,15.30,194,2.1
5673,train,4.2779,5.0276,0.0103,0.0206,26.59,3.9806,16.49,194,2.3
5674,train,4.1612,3.5338,0.0155,0.1606,18.12,4.9019,16.97,193,3.6
5675,train,3.6479,3.9236,0.0670,0.2113,16.86,2.7097,5.00,194,2.5
5676,train,4.2841,4.0130,0.0103,0.0155,33.23,3.2145,32.00,194,3.2
5677,train,4.1035,4.9388,0.0464,0.2423,14.16,3.6845,5.00,194,2.7
5678,train,4.2480,3.8014,0.0052,0.0415,21.15,3.4403,24.00,193,2.9
5679,train,4.7212,4.7231,0.0052,0.0155,20.20,3.9796,15.30,194,1.2
5680,train,3.9784,4.4944,0.0361,0.2010,10.34,3.9135,9.00,194,1.6
5681,train,nan,0.3387,nan,nan,nan,0.0000,nan,0,4.9
5682,train,nan,0.0983,nan,nan,nan,0.0000,nan,0,2.6
5683,train,4.0437,5.2189,0.0259,0.1451,12.14,4.4489,21.00,193,1.4
5684,train,4.6598,4.4851,0.0104,0.0518,23.66,4.8659,21.54,193,1.9
5685,train,3.9010,4.5179,0.0000,0.0670,16.88,3.6500,15.00,194,1.3
5686,train,3.9061,3.9826,0.0000,0.0155,30.47,3.7206,30.00,194,4.3
5687,train,3.9833,4.9995,0.0412,0.1856,20.79,3.6979,36.88,194,2.1
5688,train,3.7726,3.9006,0.0415,0.2642,11.90,3.1961,16.00,193,1.1
5689,train,3.4578,3.6084,0.0260,0.2552,15.67,3.1828,11.18,192,4.3
5690,train,nan,0.1670,nan,nan,nan,0.0000,nan,0,2.0
5691,train,3.6584,4.7563,0.0722,0.3402,13.14,3.3777,12.00,194,2.2
5692,train,3.8822,4.5367,0.0155,0.0515,25.41,4.4738,24.33,194,2.9
5693,train,nan,0.2156,nan,nan,nan,0.0000,nan,0,3.7
5694,train,4.3548,3.8982,0.0103,0.1031,15.39,3.9310,21.21,194,1.3
5695,train,4.1456,3.9443,0.0259,0.1244,10.16,3.3781,9.00,193,1.3
5696,train,3.8927,4.1529,0.0103,0.1237,19.05,2.9782,10.00,194,4.6
5697,train,nan,0.2634,nan,nan,nan,0.0000,nan,0,5.4
5698,train,4.7930,4.1637,0.0103,0.0619,15.62,3.3710,4.24,194,1.6
5699,train,3.7238,3.3748,0.0000,0.0000,36.68,3.8515,35.00,193,3.8
5700,train,3.4779,3.7270,0.0570,0.2850,10.77,2.8523,5.00,193,2.4
5701,train,3.9680,5.2178,0.0206,0.1649,16.25,3.9481,15.81,194,2.6
5702,train,4.4482,4.6020,0.0052,0.0363,30.60,3.7072,24.00,193,4.1
5703,train,3.7146,5.2555,0.0412,0.2474,8.30,2.9308,3.00,194,1.3
5704,train,3.3030,3.8144,0.1237,0.4536,11.57,3.1607,5.00,194,3.9
5705,train,4.8066,4.9463,0.0052,0.0103,18.38,4.9807,18.97,194,2.5
5706,train,3.8500,4.0320,0.0570,0.1969,10.33,3.6227,8.94,193,1.8
5707,train,5.6844,4.1078,0.0000,0.0000,32.06,7.1776,20.00,193,3.1
5708,train,4.3405,5.4114,0.0209,0.1675,17.71,4.2000,11.18,191,3.9
5709,train,4.0923,3.2429,0.0206,0.1186,17.83,3.7813,7.07,194,1.7
5710,train,3.7428,3.1568,0.0464,0.2629,18.71,3.6439,12.00,194,3.5
5711,train,3.8045,4.9941,0.0938,0.3073,7.85,3.7271,9.00,192,1.3
5712,train,4.0382,4.4648,0.0052,0.0052,24.34,3.0442,10.00,193,4.2
5713,train,nan,0.2913,nan,nan,nan,0.0000,nan,0,2.1
5714,train,4.6260,4.6342,0.0052,0.0103,28.64,4.0162,40.79,194,1.7
5715,train,4.1491,4.4506,0.0000,0.0052,21.87,3.6609,30.59,194,1.9
5716,train,nan,0.1505,nan,nan,nan,0.0000,nan,0,0.9
5717,train,4.0415,3.7955,0.0258,0.1856,8.32,3.0542,3.00,194,2.2
5718,train,4.9940,3.0008,0.0000,0.0000,40.57,5.6146,38.08,193,3.7
5719,train,5.0015,4.0729,0.0000,0.0206,10.40,5.7811,9.49,194,1.3
5720,train,4.0530,3.7383,0.0104,0.0363,31.95,3.9904,40.31,193,4.0
5721,train,4.2872,4.3707,0.0262,0.0785,20.08,4.3528,15.30,191,1.9
5722,train,3.8495,3.4240,0.0000,0.0206,34.66,3.6589,60.21,194,4.7
5723,train,4.0287,4.3225,0.0259,0.0881,19.01,3.5251,25.00,193,4.4
5724,train,3.7407,3.6597,0.0515,0.3402,11.62,3.3554,0.00,194,2.5
5725,train,4.3869,4.0351,0.0052,0.0670,38.79,4.3368,43.68,194,5.2
5726,train,4.2728,3.0602,0.0103,0.0309,23.67,3.8635,35.36,194,1.8
5727,train,4.0013,3.3837,0.0207,0.1917,12.05,3.1654,8.00,193,1.5
5728,train,nan,0.5322,nan,nan,nan,0.0000,nan,0,6.1
5729,train,4.9092,3.8126,0.0000,0.0000,30.87,4.9613,26.83,194,1.9
5730,train,4.4125,3.7757,0.0206,0.0773,11.81,3.7586,9.49,194,2.0
5731,train,4.1136,3.1216,0.0104,0.0622,11.29,2.9363,6.00,193,1.7
5732,train,5.5272,4.1103,0.0000,0.0000,19.69,6.0438,20.62,194,3.9
5733,train,3.6963,2.3918,0.0263,0.2421,14.36,2.9791,0.00,190,3.7
5734,train,3.7864,3.3020,0.0258,0.1649,24.69,2.9928,0.00,194,6.7
5735,train,nan,0.5056,nan,nan,nan,0.0000,nan,0,4.5
5736,train,4.0969,3.4757,0.0052,0.0309,18.46,3.8676,18.25,194,1.6
5737,train,3.6160,3.7534,0.0515,0.1804,13.23,3.2298,16.00,194,3.3
5738,train,5.1971,3.3159,0.0052,0.0052,22.44,4.8353,8.94,192,2.5
5739,train,3.6505,3.1822,0.0155,0.2062,16.06,3.9073,7.07,194,2.0
5740,train,4.4899,3.4101,0.0000,0.0309,27.06,4.2059,36.88,194,3.2
5741,train,3.9050,2.6182,0.0155,0.0515,24.60,3.4438,36.00,194,2.7
5742,train,3.9644,2.9795,0.0000,0.0052,33.69,3.7062,40.31,193,3.2
5743,train,nan,0.5009,nan,nan,nan,0.0000,nan,0,2.8
5744,train,3.7408,2.9340,0.0000,0.0311,42.60,3.8108,66.27,193,4.7
5745,train,4.1481,3.0270,0.0155,0.0829,12.27,5.0428,8.94,193,2.2
5746,train,5.5799,3.6833,0.0208,0.0677,18.80,6.8984,18.97,192,1.4
5747,train,3.0047,2.7518,0.1244,0.5751,10.76,3.2960,12.00,193,5.4
5748,train,nan,0.6827,nan,nan,nan,0.0000,nan,0,5.3
5749,train,3.9698,3.3114,0.0570,0.2332,9.77,3.7216,24.19,193,1.6
5750,train,3.4237,3.7389,0.0928,0.3402,12.39,3.3997,5.66,194,3.5
5751,train,3.9282,3.4394,0.0419,0.1623,12.07,3.6347,9.49,191,1.0
5752,train,5.1755,3.7242,0.0000,0.0000,41.26,4.8244,46.10,193,4.2
5753,train,3.5668,2.0088,0.0928,0.2887,16.56,4.1970,25.50,194,3.1
5754,train,3.8304,3.3999,0.0309,0.1340,24.28,3.3999,10.00,194,2.7
5755,train,3.6069,2.7800,0.0052,0.0515,29.05,3.7860,11.18,194,2.0
5756,train,3.3905,2.9645,0.0622,0.3472,11.43,2.8362,4.00,193,2.7
5757,train,4.2901,2.7535,0.0309,0.1289,11.09,4.5335,9.49,194,1.9
5758,train,3.2778,2.4346,0.0725,0.3834,12.67,2.6737,10.00,193,4.0
5759,train,4.1284,3.8632,0.0515,0.3196,10.02,3.5655,4.00,194,2.7
5760,train,nan,0.6724,nan,nan,nan,0.0000,nan,0,5.0
5761,train,4.4078,1.8791,0.0052,0.0570,29.69,4.6228,30.59,193,5.1
5762,train,4.6472,3.1631,0.0052,0.0052,37.92,4.4707,50.25,194,1.9
5763,train,3.8411,2.4664,0.0515,0.2577,10.15,3.1914,8.00,194,1.5
5764,train,4.6362,2.4808,0.0000,0.0000,50.86,4.6032,42.43,193,3.5
5765,train,3.9612,2.4936,0.0000,0.0417,25.91,3.4171,36.50,192,2.8
5766,train,3.7089,2.4649,0.0619,0.2629,12.28,3.0195,6.00,194,6.7
5767,train,3.9170,2.6005,0.0361,0.1031,14.71,3.5737,12.65,194,2.2
5768,train,nan,0.3598,nan,nan,nan,0.0000,nan,0,4.6
5769,train,3.5405,2.8750,0.0876,0.3557,15.53,3.2030,12.00,194,4.7
5770,train,5.1183,3.1112,0.0000,0.0000,36.57,5.2332,36.88,194,2.7
5771,train,4.0275,2.2491,0.0207,0.1192,20.83,3.8644,8.49,193,6.0
5772,train,nan,0.4577,nan,nan,nan,0.0000,nan,0,2.0
5773,train,3.7019,2.9642,0.0464,0.2062,8.37,3.5371,9.49,194,2.5
5774,train,4.0062,2.4526,0.0361,0.1340,13.10,4.7838,18.97,194,5.7
5775,train,4.2482,3.1306,0.0415,0.1503,9.22,3.9330,6.71,193,2.2
5776,train,nan,0.6676,nan,nan,nan,0.0000,nan,0,4.3
5777,train,4.0540,2.3194,0.0258,0.1289,9.63,2.9023,3.00,194,2.4
5778,train,3.5066,2.6533,0.0567,0.3918,12.74,3.1265,5.00,194,2.3
5779,train,4.0421,2.5173,0.0103,0.1340,9.10,3.8847,9.00,194,1.4
5780,train,3.8367,2.8471,0.0309,0.1856,20.77,3.2697,8.49,194,6.2
5781,train,5.9470,2.4791,0.0104,0.0155,20.54,6.6866,12.37,193,2.2
5782,train,3.8372,3.1870,0.0309,0.1546,23.05,3.9990,15.81,194,4.1
5783,train,3.9399,2.6441,0.0259,0.1244,11.36,4.1018,12.00,193,1.8
5784,train,3.9066,2.9089,0.0361,0.1753,10.43,3.9903,5.66,194,2.2
5785,train,4.4389,3.7908,0.0052,0.0309,31.06,3.7619,41.68,194,2.4
5786,train,3.8888,3.3552,0.0722,0.2165,10.36,3.4762,9.49,194,2.7
5787,train,3.9277,3.7853,0.0309,0.2371,9.33,3.8370,4.24,194,1.7
5788,train,nan,0.6174,nan,nan,nan,0.0000,nan,0,3.3
5789,train,nan,0.3563,nan,nan,nan,0.0000,nan,0,2.7
5790,train,3.8157,3.1038,0.0103,0.0567,22.90,3.7564,16.49,194,2.9
5791,train,nan,0.3679,nan,nan,nan,0.0000,nan,0,2.6
5792,train,3.8111,3.2610,0.0000,0.0208,34.11,3.0778,20.40,192,2.6
5793,train,5.6702,3.0235,0.0000,0.0104,11.72,5.1856,6.00,193,0.9
5794,train,3.5167,2.7770,0.0464,0.2010,15.59,3.3118,20.00,194,3.2
5795,train,4.1837,2.9941,0.0000,0.0000,30.33,4.2042,36.22,193,1.8
5796,train,3.8992,3.9858,0.0309,0.1237,14.66,3.8172,6.00,194,1.3
5797,train,4.5254,3.7222,0.0052,0.0518,37.02,4.7198,36.40,193,1.9
5798,train,nan,0.3911,nan,nan,nan,0.0000,nan,0,2.0
5799,train,3.7835,3.5033,0.0260,0.1250,34.78,3.6599,43.68,192,2.1
5800,train,3.3009,2.5483,0.0938,0.4062,8.88,3.1703,5.66,192,2.4
5800,val,4.3109,,0.0281,0.1410,16.68,4.1077,14.51,6915,55.3
5801,train,nan,0.2287,nan,nan,nan,0.0000,nan,0,3.6
5802,train,4.7003,2.8089,0.0000,0.0000,24.04,5.2579,15.30,194,1.6
5803,train,3.9398,3.0779,0.0464,0.1753,10.70,3.7482,4.24,194,1.7
5804,train,nan,0.2372,nan,nan,nan,0.0000,nan,0,4.4
5805,train,nan,0.5185,nan,nan,nan,0.0000,nan,0,3.9
5806,train,5.0223,3.8870,0.0000,0.0000,38.56,4.4987,36.12,194,2.1
5807,train,3.7769,3.0470,0.0309,0.1701,11.99,3.2833,6.00,194,2.0
5808,train,4.1353,3.5558,0.0207,0.0881,12.06,3.8896,9.49,193,2.0
5809,train,4.4159,4.3214,0.0052,0.0206,28.59,3.2382,27.00,194,1.3
5810,train,3.7346,3.3338,0.0104,0.0725,20.83,3.3054,24.00,193,1.5
5811,train,3.4790,3.5573,0.0876,0.3711,16.71,3.2329,7.07,194,1.9
5812,train,3.6181,2.7123,0.0365,0.1667,14.70,4.2173,20.00,192,2.8
5813,train,4.1991,4.5155,0.0000,0.0309,29.91,3.5810,41.23,194,2.6
5814,train,3.8111,2.8516,0.0619,0.2165,10.40,3.4773,8.94,194,2.6
5815,train,4.2315,3.5611,0.0052,0.0103,31.05,3.4005,41.23,194,1.9
5816,train,nan,0.2942,nan,nan,nan,0.0000,nan,0,1.5
5817,train,3.4750,3.2886,0.0311,0.1762,16.45,3.7028,20.00,193,1.5
5818,train,4.9075,3.1620,0.0000,0.0000,24.00,4.7841,18.03,191,3.5
5819,train,4.1268,4.0274,0.0361,0.1495,12.63,3.9902,15.00,194,1.7
5820,train,3.3966,3.0749,0.0677,0.3281,12.53,2.7352,10.00,192,1.9
5821,train,3.8786,3.7124,0.0309,0.1237,13.61,3.5907,6.71,194,2.0
5822,train,3.3764,2.0220,0.0052,0.1546,23.45,3.2772,30.00,194,3.9
5823,train,3.9494,3.5919,0.0206,0.1392,11.61,3.0239,3.00,194,2.0
5824,train,3.6704,3.1911,0.0567,0.2062,13.34,3.7427,8.49,194,4.1
5825,train,nan,0.3767,nan,nan,nan,0.0000,nan,0,2.2
5826,train,nan,0.1629,nan,nan,nan,0.0000,nan,0,1.2
5827,train,4.8000,3.7395,0.0000,0.0052,46.70,4.5989,48.00,194,2.1
5828,train,4.3498,3.6172,0.0052,0.0258,32.80,4.2854,41.76,194,1.1
5829,train,3.3958,2.9545,0.1170,0.3883,12.12,2.8285,0.00,188,2.3
5830,train,4.2050,2.4408,0.0309,0.1392,10.44,4.6264,11.31,194,2.8
5831,train,4.0850,4.1281,0.0000,0.0104,47.26,3.1654,54.33,193,4.0
5832,train,4.0891,2.9838,0.0363,0.1399,12.49,4.0248,5.00,193,4.0
5833,train,3.6305,3.5406,0.0515,0.1753,16.59,3.1330,20.40,194,2.5
5834,train,4.4103,4.1131,0.0000,0.0258,17.60,4.2320,5.66,194,2.4
5835,train,3.6892,2.9694,0.0363,0.1347,21.50,3.3792,18.00,193,4.6
5836,train,3.2638,3.7128,0.1813,0.6580,7.12,2.7431,0.00,193,1.5
5837,train,3.2144,3.8024,0.0570,0.3316,14.68,3.0738,24.33,193,2.6
5838,train,3.6257,3.3561,0.0412,0.2371,12.60,2.9811,12.00,194,1.5
5839,train,4.0880,2.9119,0.0309,0.2113,13.82,3.4722,13.42,194,5.4
5840,train,4.5736,5.3027,0.0000,0.0000,28.28,4.4100,33.54,194,1.7
5841,train,3.8240,5.1833,0.0258,0.1856,11.09,3.0025,21.21,194,2.0
5842,train,3.8320,4.7372,0.0103,0.0361,29.72,3.3970,28.28,194,2.2
5843,train,5.4165,5.4370,0.0000,0.0000,53.82,5.5118,55.00,192,3.9
5844,train,nan,0.4957,nan,nan,nan,0.0000,nan,0,2.4
5845,train,5.2711,4.5664,0.0000,0.0000,35.20,5.9225,37.95,194,2.6
5846,train,3.7739,4.8929,0.0361,0.1392,13.62,3.0503,10.00,194,4.2
5847,train,3.1355,4.3495,0.1134,0.4433,12.45,2.3829,0.00,194,4.0
5848,train,nan,0.0724,nan,nan,nan,0.0000,nan,0,2.9
5849,train,3.8590,4.2918,0.0309,0.1289,25.19,3.5723,13.42,194,5.5
5850,train,3.6102,4.3653,0.0464,0.2732,14.56,2.8873,15.81,194,3.3
5851,train,4.7384,4.9133,0.0000,0.0156,37.26,4.3696,12.00,192,2.7
5852,train,4.3699,5.1501,0.0155,0.1031,16.71,4.3073,15.81,194,1.9
5853,train,4.1923,5.0184,0.0000,0.0206,30.06,3.2303,40.79,194,1.5
5854,train,3.1450,3.7133,0.0933,0.4301,16.63,3.1912,18.00,193,4.4
5855,train,4.0389,3.8204,0.0256,0.1333,16.43,4.1623,12.65,195,2.9
5856,train,nan,0.2047,nan,nan,nan,0.0000,nan,0,3.6
5857,train,3.6995,5.1588,0.0412,0.1392,20.45,3.5612,28.00,194,2.3
5858,train,3.4054,3.7880,0.1134,0.4433,10.64,3.1794,6.00,194,2.5
5859,train,nan,0.1151,nan,nan,nan,0.0000,nan,0,1.9
5860,train,4.9193,6.0386,0.0000,0.0000,28.67,4.3278,18.25,194,1.7
5861,train,nan,0.1061,nan,nan,nan,0.0000,nan,0,3.8
5862,train,3.1801,4.0125,0.1186,0.5670,8.65,2.4567,0.00,194,3.8
5863,train,3.8844,5.1311,0.0260,0.1875,14.66,4.2780,22.36,192,2.8
5864,train,3.6540,4.0730,0.0309,0.2062,13.16,3.5845,24.00,194,2.2
5865,train,nan,0.1050,nan,nan,nan,0.0000,nan,0,2.1
5866,train,3.9469,4.1966,0.0103,0.1082,16.93,4.1589,11.18,194,2.7
5867,train,3.4080,3.1379,0.0881,0.3834,12.08,2.7494,0.00,193,2.1
5868,train,3.4242,4.2140,0.0515,0.1237,32.96,3.7954,55.32,194,2.5
5869,train,5.3002,4.7604,0.0000,0.0000,41.87,5.6134,30.41,194,1.9
5870,train,nan,0.3349,nan,nan,nan,0.0000,nan,0,5.4
5871,train,4.4381,4.3728,0.0000,0.0052,42.82,4.2422,43.68,194,2.4
5872,train,nan,0.1640,nan,nan,nan,0.0000,nan,0,3.8
5873,train,4.0591,4.3945,0.0000,0.0000,45.84,4.1966,35.00,194,3.2
5874,train,5.5692,3.0112,0.0104,0.0570,14.84,3.3093,9.49,193,1.2
5875,train,4.3946,3.9358,0.0000,0.0000,40.74,3.6249,40.31,194,3.3
5876,train,4.0202,4.8341,0.0674,0.2228,10.42,3.7719,6.71,193,1.8
5877,train,3.7508,4.1506,0.0155,0.0777,23.18,5.0718,24.74,193,4.6
5878,train,3.3605,3.3883,0.0881,0.3264,16.96,2.6352,20.00,193,2.7
5879,train,nan,0.1282,nan,nan,nan,0.0000,nan,0,1.6
5880,train,3.5914,4.5724,0.1192,0.4041,13.30,2.9749,6.00,193,2.5
5881,train,4.4402,5.6358,0.0309,0.0825,19.22,3.5073,6.00,194,1.3
5882,train,3.1570,3.1073,0.0979,0.3660,14.75,2.8470,20.00,194,3.6
5883,train,5.6355,4.8351,0.0052,0.0622,27.01,5.0052,36.50,193,4.1
5884,train,nan,0.3785,nan,nan,nan,0.0000,nan,0,4.8
5885,train,nan,0.1029,nan,nan,nan,0.0000,nan,0,3.9
5886,train,nan,0.2402,nan,nan,nan,0.0000,nan,0,4.8
5887,train,3.8571,4.4776,0.0469,0.2135,10.36,2.7407,3.00,192,1.2
5888,train,3.3760,4.9616,0.0412,0.2423,19.65,2.3471,0.00,194,4.3
5889,train,5.1624,5.3886,0.0000,0.0103,34.04,3.4281,36.12,194,1.8
5890,train,3.4768,3.8807,0.1340,0.3969,17.60,3.2286,35.36,194,3.0
5891,train,4.1677,4.8586,0.0412,0.1340,10.80,4.1751,6.71,194,2.0
5892,train,3.6626,3.8926,0.0515,0.2062,21.74,3.9046,15.81,194,3.7
5893,train,5.1019,4.8245,0.0052,0.0260,19.59,4.7505,21.21,192,1.4
5894,train,3.7154,4.1971,0.0309,0.1186,18.45,2.5194,0.00,194,1.1
